id_visitante,pais_origen,edad,genero,destino,region,fecha_visita,dias_estadia,gasto_total,medio_transporte
V1474,Colombia,65,Otro,Reserva Nacional Pacaya Samiria,Iquitos,2025-03-22,13,1553.72,Bus
V1475,Chile,42,Otro,Islas Flotantes Uros,Puno,2025-03-04,1,4045.45,Bus
V1476,Perú,56,M,Valle Sagrado,Cusco,2025-09-15,10,1671.9,
V1477,Estados Unidos,76,F,Valle Sagrado,Cusco,2025-04-22,6,1276.38,Auto
V1478,Brasil,47,Otro,Plaza de Armas,Arequipa,2025-02-04,11,1253.46,Tren
V1479,México,73,M,Monasterio de Santa Catalina,Arequipa,2025-01-14,5,4468.42,
V1480,México,50,M,Sacsayhuamán,Cusco,2025-06-30,5,3618.31,
V1481,Estados Unidos,60,Otro,Valle Sagrado,Cusco,2025-02-01,6,2816.3,Bus
V1482,Colombia,19,M,Islas Flotantes Uros,Puno,2025-05-30,5,4928.39,NA
V1483,Argentina,71,F,Monasterio de Santa Catalina,Arequipa,2025-09-06,,,NA
V1484,México,38,Otro,Huaca Pucllana,Lima,2025-07-09,7,464.09,Avión
V1485,NA,32,M,Río Amazonas,Iquitos,2025-04-21,,,Avión
V1486,México,40,M,Río Amazonas,Iquitos,2025-08-16,13,1794.69,Bus
V1487,NA,66,F,Parque de la Reserva,Lima,2025-07-22,2,513.31,NA
V1488,Perú,33,Otro,Reserva Nacional Pacaya Samiria,Iquitos,2025-08-03,3,2343.61,Auto
V1489,Colombia,15,M,Monasterio de Santa Catalina,Arequipa,2025-09-20,12,4916.14,NA
V1490,Chile,39,Otro,Reserva Nacional Pacaya Samiria,Iquitos,2025-05-08,13,1945.45,
V1491,Brasil,76,Otro,Huaca Pucllana,Lima,2025-07-16,13,2891.69,NA
V1492,Chile,,Otro,Valle Sagrado,Cusco,2025-04-20,5,1067.88,Tren
V1493,Brasil,32,F,Plaza de Armas,Arequipa,2025-05-23,1,2427.77,Auto
V1494,Chile,74,M,Cañón del Colca,Arequipa,2025-01-09,7,4236.39,Tren
V1495,Colombia,72,M,Valle Sagrado,Cusco,2025-03-25,9,1955.08,Auto
V1496,Estados Unidos,65,M,Valle Sagrado,Cusco,2025-04-01,9,2355.99,Auto
V1497,España,47,F,Lago Titicaca,Puno,2025-02-18,11,1960.31,Auto
V1498,NA,69,Otro,Huaca Pucllana,Lima,2025-09-05,13,415.69,NA
V1499,España,35,M,Cañón del Colca,Arequipa,2025-03-02,3,3860.83,Bus
V1500,España,31,M,Monasterio de Santa Catalina,Arequipa,2025-06-05,13,1542.97,Auto
V1501,NA,20,F,Plaza de Armas,Arequipa,2025-02-28,10,3076.57,NA
V1502,Perú,68,F,Parque de la Reserva,Lima,2025-02-20,6,2477.27,
V1503,Chile,,Otro,Monasterio de Santa Catalina,Arequipa,2025-02-04,5,615.12,Mototaxi
V1504,NA,55,F,Reserva Nacional Pacaya Samiria,Iquitos,2025-07-21,9,3304.11,Mototaxi
V1505,España,44,F,Lago Titicaca,Puno,2025-01-26,8,1915.51,Tren
V1506,Colombia,25,F,Sacsayhuamán,Cusco,2025-06-02,3,557.75,Avión
V1507,Perú,28,F,Taquile,Puno,2025-01-30,1,563.69,Mototaxi
V1508,Argentina,58,M,Sacsayhuamán,Cusco,2025-08-18,6,240.67,
V1509,España,42,Otro,Cañón del Colca,Arequipa,2025-05-22,4,2293.85,NA
V1510,Colombia,75,F,Valle Sagrado,Cusco,2025-05-05,10,4207.9,NA
V1511,Colombia,21,Otro,Machu Picchu,Cusco,2025-02-24,2,2230.71,Bus
V1512,NA,48,F,Reserva Nacional Pacaya Samiria,Iquitos,2025-05-13,13,2040.82,Mototaxi
V1513,Chile,27,M,Lago Titicaca,Puno,2025-02-07,6,675.02,NA
V1514,NA,,Otro,Malecón Tarapacá,Iquitos,2025-04-15,13,2794.54,Avión
V1515,Chile,61,F,Huaca Pucllana,Lima,2025-01-26,3,509.39,Mototaxi
V1516,Colombia,32,M,Machu Picchu,Cusco,2025-05-30,3,3965.24,Mototaxi
V1517,Brasil,53,F,Cañón del Colca,Arequipa,2025-08-08,14,2309.62,
V1518,Perú,72,F,Barranco,Lima,2025-09-03,6,2649.45,NA
V1519,Argentina,69,F,Valle Sagrado,Cusco,2025-06-24,1,2054.83,Auto
V1520,Estados Unidos,35,F,Machu Picchu,Cusco,2025-02-04,12,609.29,
V1521,NA,39,F,Plaza de Armas,Arequipa,2025-08-31,5,2809.62,Auto
V1522,Colombia,22,Otro,Taquile,Puno,2025-09-01,9,3605.69,Mototaxi
V1523,Perú,36,F,Parque de la Reserva,Lima,2025-06-02,6,3790.4,Tren
V1524,Chile,34,F,Barranco,Lima,2025-02-28,7,1299.72,Bus
V1525,Estados Unidos,65,M,Machu Picchu,Cusco,2025-09-09,8,3998.14,NA
V1526,Brasil,78,Otro,Islas Flotantes Uros,Puno,2025-07-22,8,3477.76,Mototaxi
V1527,Colombia,63,F,Sacsayhuamán,Cusco,2025-08-27,10,2157.16,Bus
V1528,Perú,28,F,Taquile,Puno,2025-05-14,4,2102.21,Avión
V1529,Argentina,20,F,Reserva Nacional Pacaya Samiria,Iquitos,2025-05-01,9,2391.61,Avión
V1530,Chile,56,F,Cañón del Colca,Arequipa,2025-06-27,8,1175.87,Tren
V1531,Estados Unidos,33,M,Plaza de Armas,Arequipa,2025-04-14,8,4539.42,Bus
V1532,Chile,51,F,Plaza de Armas,Arequipa,2025-06-08,4,468.77,Tren
V1533,Chile,73,Otro,Reserva Nacional Pacaya Samiria,Iquitos,2025-09-20,11,3219.6,Mototaxi
V1534,Estados Unidos,26,F,Islas Flotantes Uros,Puno,2025-06-14,12,692.13,Mototaxi
V1535,NA,71,Otro,Parque de la Reserva,Lima,2025-09-07,11,2832.75,
V1536,Chile,44,Otro,Valle Sagrado,Cusco,2025-03-12,8,4197.84,NA
V1537,Perú,61,F,Huaca Pucllana,Lima,2025-07-24,9,3349.28,Avión
V1538,México,41,M,Lago Titicaca,Puno,2025-07-23,14,3631.36,Auto
V1539,México,37,F,Lago Titicaca,Puno,2025-09-16,9,1116.98,
V1540,México,43,M,Reserva Nacional Pacaya Samiria,Iquitos,2025-04-14,13,1942.38,Auto
V1541,Perú,17,M,Machu Picchu,Cusco,2025-05-19,12,4056.73,Mototaxi
V1542,Chile,65,M,Sacsayhuamán,Cusco,2025-05-22,12,2529.44,Bus
V1543,México,40,M,Machu Picchu,Cusco,2025-03-12,14,223.7,Auto
V1544,Chile,76,F,Barranco,Lima,2025-07-16,10,1973.0,Avión
V1545,España,52,M,Sacsayhuamán,Cusco,2025-08-15,11,1892.07,Avión
V1546,Argentina,43,Otro,Taquile,Puno,2025-08-01,13,3518.06,Bus
V1547,Chile,18,F,Lago Titicaca,Puno,2025-06-07,13,3430.6,Bus
V1548,NA,59,M,Monasterio de Santa Catalina,Arequipa,2025-05-07,3,730.22,NA
V1549,Chile,31,F,Malecón Tarapacá,Iquitos,2025-07-25,2,851.8,Avión
V1550,España,33,F,Cañón del Colca,Arequipa,2025-08-20,6,397.24,Bus
V1551,México,77,Otro,Lago Titicaca,Puno,2025-07-14,7,4019.4,
V1552,México,27,M,Plaza de Armas,Arequipa,2025-08-18,11,1343.6,NA
V1553,España,43,F,Huaca Pucllana,Lima,2025-01-22,,,Bus
V1554,NA,29,Otro,Río Amazonas,Iquitos,2025-01-01,14,4859.23,Auto
V1555,Argentina,,F,Huaca Pucllana,Lima,2025-03-11,7,3975.03,
V1556,Estados Unidos,76,Otro,Cañón del Colca,Arequipa,2025-05-12,9,3738.29,Bus
V1557,México,44,F,Barranco,Lima,2025-06-02,14,1711.22,Mototaxi
V1558,Brasil,25,F,Machu Picchu,Cusco,2025-07-05,8,3259.06,Tren
V1559,Chile,62,M,Parque de la Reserva,Lima,2025-07-09,11,3949.08,Bus
V1560,Argentina,51,F,Huaca Pucllana,Lima,2025-03-30,5,1724.35,Bus
V1561,Estados Unidos,39,F,Reserva Nacional Pacaya Samiria,Iquitos,2025-04-24,8,388.59,Bus
V1562,Brasil,69,Otro,Islas Flotantes Uros,Puno,2025-08-31,5,2386.22,NA
V1563,España,18,Otro,Machu Picchu,Cusco,2025-01-06,14,339.25,Mototaxi
V1564,Argentina,77,F,Monasterio de Santa Catalina,Arequipa,2025-09-11,11,2413.46,Tren
V1565,Chile,28,M,Malecón Tarapacá,Iquitos,2025-02-11,3,1940.83,Avión
V1566,Chile,24,Otro,Cañón del Colca,Arequipa,2025-02-13,5,4657.76,NA
V1567,Argentina,39,Otro,Barranco,Lima,2025-07-18,5,2696.11,Auto
V1568,Estados Unidos,22,F,Monasterio de Santa Catalina,Arequipa,2025-04-30,12,806.09,Auto
V1569,México,19,Otro,Malecón Tarapacá,Iquitos,2025-01-16,5,2371.03,Mototaxi
V1570,España,47,Otro,Parque de la Reserva,Lima,2025-05-03,,,Mototaxi
V1571,Argentina,44,F,Machu Picchu,Cusco,2025-01-06,12,2353.42,NA
V1572,Brasil,54,M,Barranco,Lima,2025-04-08,11,2860.76,
V1573,Colombia,34,F,Valle Sagrado,Cusco,2025-05-28,9,637.58,
V1574,Colombia,19,M,Machu Picchu,Cusco,2025-08-21,14,1108.64,Tren
V1575,Chile,56,M,Lago Titicaca,Puno,2025-08-16,1,449.25,
V1576,Argentina,26,F,Reserva Nacional Pacaya Samiria,Iquitos,2025-06-03,3,3299.88,Tren
V1577,Argentina,33,F,Valle Sagrado,Cusco,2025-02-25,9,1590.74,NA
V1578,Argentina,69,F,Río Amazonas,Iquitos,2025-01-06,14,4924.02,NA
V1579,NA,45,M,Machu Picchu,Cusco,2025-09-21,13,354.52,Auto
V1580,NA,79,M,Huaca Pucllana,Lima,2025-09-25,14,4786.14,Bus
V1581,Estados Unidos,80,M,Valle Sagrado,Cusco,2025-08-05,,,Tren
V1582,Brasil,36,F,Huaca Pucllana,Lima,2025-08-06,10,3169.87,Mototaxi
V1583,Estados Unidos,38,M,Huaca Pucllana,Lima,2025-04-28,9,4237.78,Mototaxi
V1584,NA,30,M,Barranco,Lima,2025-05-04,8,2292.2,Tren
V1585,Estados Unidos,73,Otro,Machu Picchu,Cusco,2025-08-06,7,3377.96,NA
V1586,Colombia,29,M,Parque de la Reserva,Lima,2025-08-30,2,1776.18,Tren
V1587,México,33,M,Taquile,Puno,2025-03-31,10,4385.46,Tren
V1588,Brasil,46,F,Machu Picchu,Cusco,2025-06-26,3,1378.61,NA
V1589,Argentina,56,M,Islas Flotantes Uros,Puno,2025-09-17,13,627.5,
V1590,NA,25,Otro,Islas Flotantes Uros,Puno,2025-04-16,10,1858.36,
V1591,NA,44,M,Huaca Pucllana,Lima,2025-02-15,3,2664.36,Auto
V1592,Chile,36,M,Machu Picchu,Cusco,2025-03-15,8,4227.84,NA
V1593,Brasil,64,M,Cañón del Colca,Arequipa,2025-07-14,9,3158.33,Mototaxi
V1594,Chile,33,F,Barranco,Lima,2025-05-16,4,3936.96,Mototaxi
V1595,México,30,M,Reserva Nacional Pacaya Samiria,Iquitos,2025-04-22,11,725.6,Mototaxi
V1596,Perú,34,M,Lago Titicaca,Puno,2025-01-13,2,861.29,Bus
V1597,Colombia,32,M,Machu Picchu,Cusco,2025-07-22,11,4615.48,Tren
V1598,México,74,M,Huaca Pucllana,Lima,2025-04-21,7,3837.6,Avión
V1599,NA,66,M,Valle Sagrado,Cusco,2025-08-14,4,576.09,Mototaxi
V1600,Colombia,37,F,Huaca Pucllana,Lima,2025-07-31,7,3450.03,Tren
V1601,Perú,40,Otro,Machu Picchu,Cusco,2025-03-23,6,2676.7,Mototaxi
V1602,Brasil,24,Otro,Cañón del Colca,Arequipa,2025-04-23,14,1439.37,Tren
V1603,NA,72,F,Sacsayhuamán,Cusco,2025-04-04,7,4404.86,Auto
V1604,Brasil,67,M,Plaza de Armas,Arequipa,2025-02-06,11,3556.69,Bus
V1605,Chile,34,F,Monasterio de Santa Catalina,Arequipa,2025-08-06,11,669.52,Avión
V1606,Perú,35,M,Reserva Nacional Pacaya Samiria,Iquitos,2025-07-14,4,2907.66,Mototaxi
V1607,Argentina,37,M,Valle Sagrado,Cusco,2025-09-08,1,4426.72,Auto
V1608,España,74,Otro,Reserva Nacional Pacaya Samiria,Iquitos,2025-04-17,12,1945.32,Mototaxi
V1609,Brasil,50,M,Monasterio de Santa Catalina,Arequipa,2025-05-25,11,4477.85,Tren
V1610,NA,49,M,Parque de la Reserva,Lima,2025-01-22,,,NA
V1611,España,40,Otro,Valle Sagrado,Cusco,2025-01-25,8,2465.8,Auto
V1612,México,64,M,Islas Flotantes Uros,Puno,2025-06-30,1,1355.63,Mototaxi
V1613,México,16,Otro,Sacsayhuamán,Cusco,2025-09-11,,,Avión
V1614,Colombia,57,F,Parque de la Reserva,Lima,2025-02-02,11,1992.42,Bus
V1615,España,30,F,Lago Titicaca,Puno,2025-02-13,13,2598.11,NA
V1616,México,63,M,Valle Sagrado,Cusco,2025-09-02,10,4677.85,
V1617,Estados Unidos,37,Otro,Cañón del Colca,Arequipa,2025-07-03,1,3272.15,NA
V1618,Argentina,65,F,Sacsayhuamán,Cusco,2025-04-07,13,2382.74,Mototaxi
V1619,México,21,Otro,Machu Picchu,Cusco,2025-03-25,10,3848.23,Mototaxi
V1620,Estados Unidos,17,F,Huaca Pucllana,Lima,2025-04-18,3,1720.34,Auto
V1621,México,67,F,Plaza de Armas,Arequipa,2025-09-05,8,656.96,Avión
V1622,Brasil,66,Otro,Río Amazonas,Iquitos,2025-04-19,7,4903.83,
V1623,Argentina,46,M,Parque de la Reserva,Lima,2025-08-03,2,4656.88,Bus
V1624,Estados Unidos,78,F,Río Amazonas,Iquitos,2025-09-03,2,4726.05,Bus
V1625,Perú,28,Otro,Parque de la Reserva,Lima,2025-01-16,13,224.38,NA
V1626,Colombia,65,F,Cañón del Colca,Arequipa,2025-06-21,6,3654.54,Avión
V1627,Argentina,16,Otro,Machu Picchu,Cusco,2025-05-29,11,3841.17,Avión
V1628,Brasil,22,M,Machu Picchu,Cusco,2025-02-22,3,2007.35,Tren
V1629,Brasil,62,Otro,Monasterio de Santa Catalina,Arequipa,2025-04-16,8,3314.13,
V1630,España,56,F,Malecón Tarapacá,Iquitos,2025-06-02,14,4291.67,Auto
V1631,Chile,22,Otro,Reserva Nacional Pacaya Samiria,Iquitos,2025-08-26,6,3303.88,Mototaxi
V1632,Chile,29,F,Cañón del Colca,Arequipa,2025-09-30,13,3548.47,NA
V1633,NA,60,Otro,Taquile,Puno,2025-02-11,14,1491.14,Tren
V1634,España,74,Otro,Parque de la Reserva,Lima,2025-08-16,11,1733.93,Avión
V1635,España,28,M,Plaza de Armas,Arequipa,2025-03-31,1,2074.81,Avión
V1636,Estados Unidos,20,Otro,Plaza de Armas,Arequipa,2025-08-02,10,3343.33,Tren
V1637,Colombia,58,M,Huaca Pucllana,Lima,2025-07-29,,,Tren
V1638,NA,25,M,Parque de la Reserva,Lima,2025-01-29,12,4453.95,NA
V1639,Argentina,27,F,Parque de la Reserva,Lima,2025-07-05,5,3427.51,Mototaxi
V1640,Estados Unidos,49,Otro,Parque de la Reserva,Lima,2025-03-01,8,4780.4,Mototaxi
V1641,Colombia,74,M,Cañón del Colca,Arequipa,2025-08-02,9,2358.41,Avión
V1642,Brasil,69,M,Machu Picchu,Cusco,2025-08-17,10,3488.3,Avión
V1643,NA,43,Otro,Huaca Pucllana,Lima,2025-02-21,3,2418.6,Auto
V1644,NA,77,M,Machu Picchu,Cusco,2025-06-03,2,1040.58,NA
V1645,Perú,35,F,Lago Titicaca,Puno,2025-05-08,13,4188.28,Tren
V1646,Argentina,58,Otro,Río Amazonas,Iquitos,2025-05-12,14,3570.22,Tren
V1647,Chile,69,F,Cañón del Colca,Arequipa,2025-07-20,4,4931.56,
V1648,Chile,49,Otro,Plaza de Armas,Arequipa,2025-05-29,6,1342.18,Bus
V1649,Perú,43,F,Huaca Pucllana,Lima,2025-01-15,3,1538.8,Mototaxi
V1650,España,51,F,Taquile,Puno,2025-06-05,,,Mototaxi
V1651,Argentina,45,F,Reserva Nacional Pacaya Samiria,Iquitos,2025-03-10,4,408.79,Auto
V1652,Estados Unidos,29,Otro,Reserva Nacional Pacaya Samiria,Iquitos,2025-04-13,2,1930.45,Avión
V1653,Estados Unidos,19,M,Taquile,Puno,2025-04-17,3,613.05,
V1654,Argentina,46,M,Reserva Nacional Pacaya Samiria,Iquitos,2025-07-09,3,2267.56,Bus
V1655,Colombia,42,M,Valle Sagrado,Cusco,2025-07-20,8,3660.55,NA
V1656,Brasil,63,F,Malecón Tarapacá,Iquitos,2025-09-10,13,3792.5,Bus
V1657,España,79,M,Taquile,Puno,2025-07-31,7,2581.29,
V1658,Estados Unidos,27,M,Machu Picchu,Cusco,2025-02-11,13,1093.57,NA
V1659,Argentina,18,Otro,Malecón Tarapacá,Iquitos,2025-09-07,,,Avión
V1660,Chile,15,Otro,Malecón Tarapacá,Iquitos,2025-07-06,9,4163.35,NA
V1661,México,58,F,Monasterio de Santa Catalina,Arequipa,2025-05-26,14,3875.05,
V1662,Estados Unidos,28,F,Río Amazonas,Iquitos,2025-05-22,2,2369.24,Bus
V1663,Colombia,18,Otro,Malecón Tarapacá,Iquitos,2025-07-17,8,4564.63,NA
V1664,NA,75,M,Malecón Tarapacá,Iquitos,2025-03-08,11,3236.26,
V1665,NA,69,F,Parque de la Reserva,Lima,2025-06-13,14,2146.29,Bus
V1666,NA,54,Otro,Islas Flotantes Uros,Puno,2025-06-24,3,4980.75,Bus
V1667,Colombia,46,F,Machu Picchu,Cusco,2025-08-14,4,1349.18,Bus
V1668,Estados Unidos,30,M,Parque de la Reserva,Lima,2025-08-27,11,359.09,Mototaxi
V1669,NA,52,Otro,Parque de la Reserva,Lima,2025-02-18,9,3273.57,Avión
V1670,Colombia,,Otro,Reserva Nacional Pacaya Samiria,Iquitos,2025-04-18,6,302.09,NA
V1671,Brasil,17,F,Lago Titicaca,Puno,2025-04-21,6,3278.88,Mototaxi
V1672,Estados Unidos,28,Otro,Sacsayhuamán,Cusco,2025-08-12,14,1502.58,Auto
V1673,México,22,F,Reserva Nacional Pacaya Samiria,Iquitos,2025-01-15,13,1396.78,NA
V1674,Brasil,34,M,Cañón del Colca,Arequipa,2025-02-02,10,3817.9,Bus
V1675,Perú,70,F,Sacsayhuamán,Cusco,2025-05-12,1,443.86,Tren
V1676,México,70,Otro,Parque de la Reserva,Lima,2025-08-14,5,421.44,Avión
V1677,Colombia,20,M,Río Amazonas,Iquitos,2025-08-16,2,3241.58,Bus
V1678,España,79,M,Parque de la Reserva,Lima,2025-03-26,7,1658.2,
V1679,Estados Unidos,49,F,Plaza de Armas,Arequipa,2025-02-12,6,3762.77,
V1680,Perú,79,M,Taquile,Puno,2025-08-24,13,2861.33,Tren
V1681,Estados Unidos,56,Otro,Malecón Tarapacá,Iquitos,2025-01-21,5,300.41,Avión
V1682,Chile,37,F,Huaca Pucllana,Lima,2025-09-05,7,2523.69,Avión
V1683,Perú,58,M,Huaca Pucllana,Lima,2025-04-15,,,Avión
V1684,Colombia,36,M,Huaca Pucllana,Lima,2025-04-16,8,2105.45,Avión
V1685,Colombia,29,M,Reserva Nacional Pacaya Samiria,Iquitos,2025-01-09,9,4231.35,Auto
V1686,Chile,46,Otro,Sacsayhuamán,Cusco,2025-05-17,6,3088.89,Avión
V1687,Chile,67,Otro,Machu Picchu,Cusco,2025-01-11,6,4207.31,Avión
V1688,Chile,16,F,Taquile,Puno,2025-07-11,2,1542.92,Bus
V1689,Estados Unidos,15,M,Islas Flotantes Uros,Puno,2025-04-27,10,3778.77,Auto
V1690,Chile,45,M,Huaca Pucllana,Lima,2025-08-18,2,4419.89,Bus
V1691,México,67,M,Cañón del Colca,Arequipa,2025-03-01,7,679.7,Auto
V1692,Brasil,73,Otro,Taquile,Puno,2025-01-16,6,4011.25,Tren
V1693,Argentina,74,Otro,Cañón del Colca,Arequipa,2025-07-04,3,4058.07,Mototaxi
V1694,Chile,41,Otro,Malecón Tarapacá,Iquitos,2025-08-04,13,1733.99,Avión
V1695,NA,17,Otro,Monasterio de Santa Catalina,Arequipa,2025-04-15,13,3979.98,Bus
V1696,Chile,74,Otro,Islas Flotantes Uros,Puno,2025-07-17,3,2345.26,Tren
V1697,España,22,M,Islas Flotantes Uros,Puno,2025-02-07,12,3719.59,Auto
V1698,NA,54,M,Reserva Nacional Pacaya Samiria,Iquitos,2025-09-19,6,3217.87,Bus
V1699,Colombia,34,F,Sacsayhuamán,Cusco,2025-01-26,11,679.46,Auto
V1700,Brasil,51,Otro,Monasterio de Santa Catalina,Arequipa,2025-04-29,11,386.47,Auto
V1701,España,45,M,Plaza de Armas,Arequipa,2025-06-30,7,2760.36,Tren
V1702,México,80,Otro,Huaca Pucllana,Lima,2025-03-30,12,504.55,Mototaxi
V1703,Perú,66,Otro,Malecón Tarapacá,Iquitos,2025-07-10,2,3006.08,Mototaxi
V1704,Estados Unidos,59,Otro,Taquile,Puno,2025-02-17,8,837.6,Avión
V1705,España,59,Otro,Parque de la Reserva,Lima,2025-04-29,7,956.93,Auto
V1706,Argentina,24,Otro,Sacsayhuamán,Cusco,2025-03-04,3,1231.55,Avión
V1707,Argentina,34,M,Machu Picchu,Cusco,2025-02-03,9,3413.05,Auto
V1708,México,25,M,Machu Picchu,Cusco,2025-02-09,7,3071.57,NA
V1709,México,80,M,Río Amazonas,Iquitos,2025-01-21,5,919.95,Mototaxi
V1710,México,48,M,Parque de la Reserva,Lima,2025-07-31,3,1971.27,NA
V1711,Estados Unidos,43,F,Barranco,Lima,2025-07-02,12,2849.65,NA
V1712,Colombia,19,Otro,Reserva Nacional Pacaya Samiria,Iquitos,2025-07-10,7,2267.92,
V1713,NA,23,F,Parque de la Reserva,Lima,2025-02-09,4,3448.77,NA
V1714,México,23,Otro,Huaca Pucllana,Lima,2025-05-24,9,1196.85,NA
V1715,Argentina,20,F,Cañón del Colca,Arequipa,2025-07-18,3,531.88,Bus
V1716,Brasil,40,F,Barranco,Lima,2025-03-29,1,820.59,NA
V1717,Argentina,,Otro,Malecón Tarapacá,Iquitos,2025-05-02,10,4784.14,Mototaxi
V1718,Brasil,76,F,Río Amazonas,Iquitos,2025-06-24,3,1784.42,Bus
V1719,Chile,63,F,Plaza de Armas,Arequipa,2025-07-07,13,3437.58,Avión
V1720,México,25,Otro,Cañón del Colca,Arequipa,2025-05-28,6,3542.83,Auto
V1721,NA,64,Otro,Malecón Tarapacá,Iquitos,2025-01-21,8,2045.28,Avión
V1722,Brasil,29,F,Valle Sagrado,Cusco,2025-07-22,13,717.33,Mototaxi
V1723,México,25,Otro,Río Amazonas,Iquitos,2025-06-19,6,1468.14,Tren
V1724,Estados Unidos,79,M,Valle Sagrado,Cusco,2025-07-01,11,2569.08,NA
V1725,Perú,63,Otro,Machu Picchu,Cusco,2025-07-09,4,4443.72,NA
V1726,Brasil,17,F,Taquile,Puno,2025-03-14,5,1527.87,Avión
V1727,Chile,62,Otro,Barranco,Lima,2025-01-24,3,465.51,Tren
V1728,Chile,23,M,Cañón del Colca,Arequipa,2025-05-08,4,2550.0,Auto
V1729,Argentina,39,M,Monasterio de Santa Catalina,Arequipa,2025-01-02,4,4946.2,Auto
V1730,Perú,17,M,Parque de la Reserva,Lima,2025-03-04,6,4557.61,Avión
V1731,Perú,80,Otro,Barranco,Lima,2025-01-15,6,3450.98,
V1732,Estados Unidos,29,M,Parque de la Reserva,Lima,2025-04-20,11,1878.03,Avión
V1733,Perú,70,M,Machu Picchu,Cusco,2025-05-08,9,4790.68,NA
V1734,Chile,63,M,Reserva Nacional Pacaya Samiria,Iquitos,2025-07-03,5,502.95,Avión
V1735,Brasil,63,M,Barranco,Lima,2025-09-01,13,2919.55,NA
V1736,NA,76,F,Monasterio de Santa Catalina,Arequipa,2025-05-07,1,1065.88,NA
V1737,Chile,,M,Río Amazonas,Iquitos,2025-06-27,6,1335.55,Avión
V1738,Chile,73,M,Taquile,Puno,2025-04-02,2,1438.94,Avión
V1739,Perú,46,M,Taquile,Puno,2025-06-07,12,2948.71,NA
V1740,México,15,Otro,Cañón del Colca,Arequipa,2025-01-06,11,1453.09,
V1741,Argentina,72,F,Plaza de Armas,Arequipa,2025-07-20,6,276.49,NA
V1742,Argentina,49,M,Valle Sagrado,Cusco,2025-03-02,,,NA
V1743,España,39,M,Río Amazonas,Iquitos,2025-01-17,6,404.23,Avión
V1744,Brasil,29,M,Islas Flotantes Uros,Puno,2025-07-07,11,4488.24,Bus
V1745,NA,19,F,Machu Picchu,Cusco,2025-06-16,9,3348.16,Mototaxi
V1746,Colombia,46,Otro,Islas Flotantes Uros,Puno,2025-08-08,7,3744.73,Tren
V1747,España,18,F,Monasterio de Santa Catalina,Arequipa,2025-01-12,5,3277.83,Auto
V1748,México,79,Otro,Cañón del Colca,Arequipa,2025-03-10,1,1687.25,Mototaxi
V1749,Argentina,69,Otro,Reserva Nacional Pacaya Samiria,Iquitos,2025-08-19,2,2046.89,Bus
V1750,Chile,48,F,Monasterio de Santa Catalina,Arequipa,2025-01-11,13,2705.96,
V1751,España,46,Otro,Río Amazonas,Iquitos,2025-07-05,13,2329.58,NA
V1752,NA,69,M,Plaza de Armas,Arequipa,2025-07-08,12,2568.72,Tren
V1753,Brasil,19,M,Reserva Nacional Pacaya Samiria,Iquitos,2025-06-28,4,814.86,NA
V1754,España,27,Otro,Plaza de Armas,Arequipa,2025-07-28,7,364.77,NA
V1755,Brasil,63,Otro,Cañón del Colca,Arequipa,2025-06-01,4,204.15,Mototaxi
V1756,NA,79,M,Plaza de Armas,Arequipa,2025-08-19,12,2048.94,Mototaxi
V1757,Estados Unidos,23,M,Río Amazonas,Iquitos,2025-05-10,1,563.46,NA
V1758,NA,39,Otro,Huaca Pucllana,Lima,2025-05-24,10,2095.12,Auto
V1759,Chile,67,M,Valle Sagrado,Cusco,2025-09-03,9,1479.67,NA
V1760,Estados Unidos,72,M,Malecón Tarapacá,Iquitos,2025-02-13,9,1744.84,Mototaxi
V1761,Argentina,17,Otro,Sacsayhuamán,Cusco,2025-02-03,3,1075.84,Bus
V1762,NA,37,Otro,Barranco,Lima,2025-02-28,10,3353.47,NA
V1763,Chile,41,Otro,Machu Picchu,Cusco,2025-06-26,4,4165.78,NA
V1764,Estados Unidos,68,F,Reserva Nacional Pacaya Samiria,Iquitos,2025-04-19,3,1565.43,
V1765,Chile,50,F,Reserva Nacional Pacaya Samiria,Iquitos,2025-08-02,7,818.08,Avión
V1766,NA,33,F,Parque de la Reserva,Lima,2025-08-04,6,1195.32,NA
V1767,Perú,43,M,Valle Sagrado,Cusco,2025-05-07,13,854.18,Tren
V1768,Colombia,26,Otro,Cañón del Colca,Arequipa,2025-01-06,8,3256.1,Mototaxi
V1769,Perú,65,Otro,Plaza de Armas,Arequipa,2025-04-09,4,1177.99,Bus
V1770,Colombia,43,F,Monasterio de Santa Catalina,Arequipa,2025-03-08,9,1234.89,NA
V1771,Brasil,58,M,Sacsayhuamán,Cusco,2025-07-15,6,622.23,Avión
V1772,NA,26,Otro,Parque de la Reserva,Lima,2025-06-16,13,2366.55,Avión
V1773,Colombia,27,F,Plaza de Armas,Arequipa,2025-01-22,14,2201.05,NA
V1774,Perú,26,M,Islas Flotantes Uros,Puno,2025-02-03,5,3441.9,Avión
V1775,Estados Unidos,29,Otro,Reserva Nacional Pacaya Samiria,Iquitos,2025-02-22,2,2377.05,Tren
V1776,Estados Unidos,66,F,Islas Flotantes Uros,Puno,2025-02-20,8,3500.08,NA
V1777,NA,20,Otro,Barranco,Lima,2025-01-17,5,315.76,Avión
V1778,NA,21,Otro,Lago Titicaca,Puno,2025-03-14,13,4302.53,Mototaxi
